,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.021253276371498757,0.0,0.0,0.0,0.0,0.0,0.8054472255516529
1,0.35154714320027275,0.04925948179630396,0.04267298092264285,0.03608351624421789,0.07088915911252282,0.05936969244135872,0.006403405599922606,0.09291473377104448,0.1146573580991914,0.08157767015703166,0.13216204076521348
2,0.1001472757836018,0.33298503730028517,0.06037385277737089,0.0906124046982637,0.06671218899533599,0.0,0.07726724889339041,0.07791690187172073,0.12222029973884566,0.2683698982140855,0.0
3,0.08099750829628748,0.3761658027578769,0.034566516089599146,0.13538270695509844,0.051315953494007624,0.0,0.07883190998087107,0.08082318040100583,0.0936437419592055,0.2874875836833809,0.0
4,0.0,0.0701649686488388,0.022746416365107568,0.4850900278918356,0.045261601011741516,0.0,0.015031256247980058,0.02870514182506592,0.0,0.6584533990675157,0.0
5,0.0,0.0,0.0,0.9580196202703939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.2320221977787873,0.04976509001403362,0.27149400783745753,0.10730566622341037,0.0,0.031110546078330702,0.07325781602544529,0.0011292433168232665,0.48005675216493415,0.0
7,0.0,0.0,0.0,0.16888602186340976,0.0,0.0,0.0,0.0,0.0,1.0272366216015105,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.8861813674044539,0.0,0.0,0.0,0.0
9,0.4201351490590655,0.0,0.03085064078137573,0.0,0.025353274161180685,0.0835159760758475,0.0,0.08134241103983031,0.0,0.0,0.22413301574270572
10,0.06900529609744427,0.4098052161346044,0.01658594032577709,0.13110232331528862,0.056274530857750193,0.0027593656934002957,0.061634357374239584,0.014217284799101252,0.12284026520744688,0.29727380321096025,0.0
11,0.19921028038498428,0.09364423744719236,0.03896138724105852,0.060937747850482976,0.0251553735334591,0.0,0.2626140388995089,0.11420452413750597,0.10758886459305929,0.013250650973450361,0.1809798548437488
12,0.14136690502373328,0.13203323921057256,0.031058220933079063,0.04707877045782332,0.07447391719430027,0.0,0.2415527391735529,0.1062698813938995,0.03335627880671322,0.024460198361774207,0.20974198878423186
13,0.19176839459725403,0.08827396562471403,0.02768286965145963,0.0725081548359447,0.012430426486312506,0.01280156886402115,0.24307050106410416,0.12806522422163158,0.08042270736109215,0.048480572077198414,0.1658411289100151
14,0.2552427098758503,0.04981820269758236,0.05870910527888867,0.0259814785065521,0.0,0.0,0.19659946946196588,0.04083839836190081,0.2177202679979755,0.0,0.12125551622578203
15,0.3818438355980442,0.10324781914272699,0.024806314717945206,0.03611915847401187,0.06848523330914334,0.08406990848451376,0.0,0.0796321260004145,0.041299561494765075,0.0795986765441407,0.11066124298252422
16,0.2951819258552571,0.20841746117549834,0.015449498122244264,0.05496494484753712,0.04763824756639823,0.04482385590986082,0.029794447416064674,0.08618396976664969,0.1361832744185075,0.10348069350458222,0.07208226031412812
17,0.32195914957908184,0.07436564003496085,0.042484576922030094,0.0635216825624375,0.02087756034850957,0.06058113210550809,0.07696201948341311,0.10026784290660369,0.0,0.029684948128867975,0.22442618700405484
18,0.015150153096710922,0.23028578019577378,0.01408663712213557,0.010297805076772165,0.009589716334917484,0.19951334709103008,0.05274558134290621,0.3068586069434703,0.37618645222791086,0.04164112814293265,0.0
19,0.0,0.6282064223770485,0.030779428953860453,0.0,0.013889995413905032,0.3064071818629914,0.03155790959314297,0.0,0.07045448914263742,0.0,0.026331068074244932
20,0.09970316016680218,0.14336324774584722,0.0,0.0,0.0,0.06004995782815114,0.0,0.0,0.6100366536368443,0.1413680797175226,0.0
21,0.0,0.0,0.0,0.0,0.0,1.030157906515149,0.0,0.0,0.0,0.0,0.0
22,0.0,0.07232981389184912,0.004422692418133471,0.018219432930129148,0.0,0.6094425137447689,0.14122825613495466,0.2744757216039236,0.03783022571111344,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.130103902328235,0.0,0.0,0.0
24,0.0,0.0,0.018064699472436968,0.0,0.030818173459520197,0.0,0.0840184836733226,0.0,0.8737326016619009,0.0,0.0
25,0.07451299987426788,0.06418555990864411,0.0,0.0,0.025794418662526082,0.047192378814382686,0.0,0.7009203526028923,0.14801718540048062,0.1362899307084012,0.0
26,0.0,0.010218619473677975,0.0,0.01659423666342365,0.012305764994281649,0.0,0.060708372468770026,0.10970311394606633,0.769468317002676,0.0,0.04458678816630641
27,0.0,0.6068002158960165,0.057085877719432646,0.06042294893828205,0.010554739486818081,0.014104399024018872,0.13905977887684878,0.0,0.1831831010403908,0.0,0.0
28,0.013823948970113081,0.020767326825835906,0.0,0.0,0.008089746420269977,0.02981226123153515,0.0,0.9855258765286627,0.1065976636829063,0.05432639377169664,0.007641345107187733
29,0.017140825072585148,0.10389453597680685,0.014080960143885168,0.006611364277698661,0.0,0.015693731567491626,0.026214118928990986,0.029457852680824365,0.793890041932511,0.09094251905699646,0.0
30,0.0,0.7231995067535117,0.05138509655969646,0.0,0.0,0.15947587201036112,0.09948639250835388,0.0,0.058418981561212405,0.0,0.0
31,0.4009459217468537,0.014549651127543561,0.03766230724764929,0.030549220524351772,0.052792712478244644,0.08124469805304982,0.0027216633374168584,0.1048527527719535,0.0,0.03924898893988755,0.18517364314367385
32,0.216575323451281,0.0,0.03136274642483241,0.03440681888177818,0.0,0.03756708679447753,0.23171768073650145,0.001919035986723228,0.29459199402883585,0.0,0.20428878138030696
33,0.24258243941878052,0.0,0.05322739702070056,0.04655563433140278,0.0,0.061017222575990765,0.06925370428945353,0.0,0.38161367332898577,0.0,0.15702927926337085
34,0.12642585366521697,0.0,0.02318213602405379,0.006264456799530946,0.0,0.011785800452305189,0.3206528054177475,0.11550642486764337,0.11541660127362405,0.0,0.30561754834366134
35,0.22322138562035482,0.011208274959838825,0.00683212775577206,0.030602627629857156,0.003004512746037759,0.01152563228357559,0.288388618354985,0.01395508859833297,0.2628868944180847,0.0,0.14743345035447422
36,0.3269964298657045,0.10000392176077745,0.019773163239811237,0.031717821111459495,0.03922539211983081,0.06887622886193998,0.0848014130655033,0.12426726330181032,0.08510395717728914,0.06948600710664632,0.11939767636541784
37,0.2981688952950844,0.09311313539386816,0.018278458331021086,0.04137467701583822,0.027650436661484534,0.04939786547730724,0.08721753480707711,0.11628521707209424,0.15734363189340525,0.08500454956111782,0.10797583155645792
38,0.3353721852908251,0.08863876689110281,0.028713969855396627,0.029552317182777336,0.04985334187799339,0.08628109840287426,0.0730995833949672,0.15623834140755039,0.0,0.0668894460236598,0.1352842379947689
39,0.32277366627371606,0.09993274569427806,0.02361162776966259,0.017533263619819744,0.021447443979697455,0.06055754582547922,0.10628076019390936,0.10619922248779215,0.10157923560919105,0.0519892398913006,0.12558932299175585
40,0.3407083852445976,0.12481376268343258,0.008289473941912753,0.044543202204440524,0.042690674478330685,0.06262940889194035,0.0980255066719321,0.03334201337414712,0.10815635881024101,0.07677817654565425,0.09739443339961867
41,0.33071050618132,0.06527102453954227,0.0016736739030258374,0.025647404409076105,0.08283133867250428,0.08205191692249843,0.06355635293724071,0.10269594649047155,0.12422584645624354,0.056713023383798626,0.11356065124242995
42,0.27242607505496835,0.10853498640663557,0.02918533358960589,0.029594370590660016,0.00937889745730594,0.06344306462498515,0.04585397176632013,0.2676935078116307,0.05308381125819572,0.07287447908371424,0.11024960883172714
43,0.2927456261570771,0.10022058069598837,0.022629567843156718,0.037542947048119016,0.021188732905366683,0.055368150147563626,0.07293898311071054,0.17473517224483748,0.12046614089835213,0.08166112595748855,0.11036199462582771
44,0.33744444815755437,0.08355605049165928,0.020686610863983084,0.028655349855630657,0.060848222838511025,0.08533242980162419,0.07015849228903019,0.1428678345815744,0.03348874292410623,0.06559148375541882,0.13005620541049348
45,0.3333431208663389,0.11204611165038647,0.016776167557891936,0.030016441449895886,0.03132155301677083,0.061949122112092976,0.10328374063398321,0.07365191857537438,0.10533225606338999,0.06370906514451277,0.11361321195410713
46,0.265986341198735,0.11716972506208888,0.07656181237899691,0.04832148753194203,0.09364248652129403,0.02602867792865819,0.09573719934827249,0.02171457401922067,0.149027169168524,0.09745343925487213,0.11257384883188633
47,0.40764554303366973,0.0,0.02638257872679094,0.03995569388734129,0.03784689156242324,0.10084448082959024,0.023793847114110776,0.05453858178115783,0.0699838418327564,0.07029851200822229,0.12948471007505385
48,0.40444992033018023,0.021309380214733536,0.01424600045197367,0.03586846964034866,0.029174462847766865,0.11712366432789124,0.015834401504190562,0.07777986826485123,0.0037828849162814667,0.07607251144644618,0.15246090385343047
49,0.11898452161010216,0.5044606837437418,0.0,0.0,0.0,0.0048207707981181794,0.0,0.11382395522615113,0.0,0.0,0.23339403965690134
50,0.40428319729958845,0.07234733179303708,0.0,0.05094303308428248,0.0,0.06076537613498575,0.0,0.12781933084753697,0.04010366253396925,0.0006304669846035767,0.14492418610661764
51,0.27203579568171765,0.09114889351882166,0.021983239304871057,0.03205349280195003,0.031035015797582097,0.11856326428389773,0.10441650230045588,0.0,0.1044439486527296,0.0725769338358233,0.18329876972204748
52,0.24791249440764712,0.05217758373394977,0.07816084341282524,0.038546129037425346,0.10147208853399255,0.034590635718222816,0.061421132459610187,0.05390903872996775,0.10777566322038934,0.06588961968636416,0.2254486092617133
53,0.40012603121173024,0.07231559214950026,0.0,0.045733742296368944,0.0,0.07034216437397914,0.0,0.13782414831252635,0.03325592370450153,0.0,0.1408856159538889
54,0.2987111976769896,0.06868308108537954,0.191997521525114,0.017128822432484984,0.1290531572254938,0.08781809979861599,0.0061570377034229845,0.0,0.05383316192814679,0.11385067825010922,0.1027572308121268
55,0.0,0.0,0.6924751072486534,0.020433617954060963,0.0,0.0,0.0,0.0,0.09599709219597848,0.0,0.0
56,0.1441747622598258,0.13028327592340908,0.2675126472101056,0.0,0.16041819680928776,0.1006193256610357,0.026722972888853832,0.0,0.0,0.2036194048972496,0.043957443726708664
57,0.0,0.0,0.7292647013220516,0.0,0.10635477200566545,0.0,0.04506400193959158,0.0,0.0,0.0,0.0
58,0.0,0.0,0.08664183556954977,0.03712132277816514,0.9045141837722208,0.0,0.0,0.04981089586115995,0.0,0.0,0.0
59,0.09118104945945169,0.04838139111612195,0.0,0.0,0.5615980848295822,0.08211941474664947,0.0,0.0,0.018422470642829716,0.37451347724299666,0.0
60,0.0,0.0,0.0,0.004707763707139142,1.013654329293312,0.0,0.0,0.0,0.0,0.0015442451330418552,0.023777812377866032
61,0.3663271809506503,0.05156930236251622,0.030192664035745085,0.025945496323718276,0.044468772005803785,0.05142366561624076,0.005351765568935158,0.13822333520838326,0.08843454471510556,0.05595237920497815,0.14512350428166576
62,0.360430845187983,0.06369681454456268,0.03323975744092805,0.026678143808617612,0.04227440786237299,0.06391778214405688,0.0132901809266895,0.11227257770475176,0.10209418658689944,0.04671612624794523,0.15130544913615743
63,0.36478268047553947,0.060128153320793465,0.030282415348291368,0.026692841147534844,0.04208585915924057,0.05469056644724507,0.0068228614239463,0.12920287848622047,0.09514364525309887,0.047799350926930155,0.15015944096236297
